Analysis Name,Condition,pH,EC(S) (uS/cm),P (ppm),K (ppm),Ca (ppm),Mg (ppm),Mn (ppm),S (ppm),Cu (ppm),B (ppm),Zn (ppm),Na (ppm),Fe (ppm),C.E.C (meq/100g),N (%),T-C (%),%Sand (%),%Silt (%),%Clay (%),Ca% (%),Mg% (%),K% (%),Na% (%),OB% (%),H% (%),Ca:Mg (%),Latitude,Longitude,Region,Texture,Recommandation
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.9,18.3,9.04,37.0,814.0,230.0,23.8,7.65,0.42,0.19,0.52,19.9,50.0,8.07,0.059,0.7,85.0,9.64,5.36,50.4,23.7,1.18,1.07,5.6,18.0,2.12,14.68685,-16.41256,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.21,36.1,19.6,42.0,605.0,167.0,21.7,7.65,0.34,0.29,1.48,14.7,45.6,5.53,0.033,0.39,85.0,9.64,5.36,54.7,25.2,1.95,1.16,5.19,11.8,2.17,14.68685,-16.41256,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.63,9.7,5.33,19.1,213.0,43.0,12.7,3.19,0.22,0.083,0.24,16.8,46.9,2.28,0.031,0.35,89.3,9.64,1.08,46.7,15.7,2.15,3.2,6.14,26.1,2.97,14.57751,-16.11461,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.09,20.9,6.79,24.0,208.0,49.6,25.9,3.45,0.24,0.14,0.45,11.6,35.8,1.93,0.042,0.51,89.3,9.64,1.08,53.9,21.4,3.19,2.61,5.22,13.7,2.52,14.57751,-16.11461,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.46,71.2,19.1,75.9,315.0,82.2,21.2,6.87,0.29,0.32,1.67,17.3,30.4,2.91,0.028,0.36,89.6,9.28,1.08,54.1,23.5,6.69,2.59,4.94,8.1,2.3,14.57901,-16.11807,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.4,14.9,5.37,37.5,178.0,57.4,17.5,5.17,0.22,0.15,0.39,16.3,36.8,2.54,0.049,0.62,84.3,9.64,6.08,35.0,18.8,3.78,2.79,6.6,33.0,1.86,14.57901,-16.11807,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.66,9.3,8.46,23.3,143.0,50.1,12.2,3.75,0.25,0.12,0.45,13.7,43.6,1.82,0.031,0.34,94.6,4.28,1.08,39.3,22.9,3.28,3.27,6.08,25.2,1.71,14.58554,-16.12673,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.0,16.8,6.35,26.5,171.0,41.5,23.5,3.37,0.22,0.13,0.39,11.1,30.3,1.65,0.039,0.46,94.6,4.28,1.08,51.7,20.9,4.11,2.92,5.4,15.0,2.47,14.58554,-16.12673,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.26,14.2,5.12,18.4,116.0,34.5,4.55,3.93,0.22,0.098,0.43,11.7,57.0,1.73,0.01,0.15,84.6,9.28,6.08,33.6,16.7,2.73,2.95,6.88,37.2,2.02,14.58124,-16.12195,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.66,29.3,12.4,25.5,204.0,58.1,12.5,4.65,0.23,0.11,0.54,8.93,46.6,2.34,0.021,0.24,89.6,9.28,1.08,43.6,20.7,2.79,1.66,6.08,25.2,2.11,14.58124,-16.12195,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.31,21.0,8.57,35.2,142.0,32.0,19.0,4.83,0.28,0.14,2.21,21.7,38.5,2.02,0.013,0.23,90.4,8.92,0.72,35.2,13.2,4.47,4.67,6.78,35.7,2.66,14.43752,-16.04685,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.21,9.1,7.42,26.9,106.0,24.4,13.0,4.76,0.22,0.11,0.70,13.0,39.9,1.58,0.012,0.16,89.3,4.64,6.08,33.5,12.9,4.36,3.57,6.98,38.7,2.61,14.43752,-16.04685,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.2,11.5,8.68,17.7,81.6,19.0,16.9,4.78,< 0.20,0.12,0.61,11.2,44.3,1.22,< 0.01,0.16,90.4,8.92,0.72,33.4,12.9,3.71,3.98,7.0,39.0,2.58,14.43382,-16.04296,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.43,13.0,12.2,29.1,109.0,29.5,13.8,4.79,0.23,0.15,0.65,18.4,52.7,1.54,0.012,0.22,95.0,4.28,0.72,35.4,16.0,4.84,5.19,6.54,32.1,2.22,14.43382,-16.04296,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.61,20.6,8.79,22.0,148.0,32.1,13.9,4.18,0.27,0.14,0.79,14.1,38.1,1.68,0.016,0.23,89.6,9.28,1.08,44.1,16.0,3.36,3.66,6.18,26.7,2.77,14.44571,-16.0552,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.57,25.5,9.28,27.5,141.0,36.6,20.4,5.08,0.24,0.14,0.62,11.5,43.3,1.72,0.018,0.21,90.0,8.92,1.08,41.1,17.8,4.11,2.91,6.26,27.9,2.31,14.44571,-16.0552,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.54,22.0,18.5,17.8,259.0,48.2,13.1,4.16,0.35,0.13,0.92,12.7,56.2,2.77,0.014,0.19,88.2,9.64,2.16,46.7,14.5,1.65,1.99,6.32,28.8,3.22,14.47353,-16.06687,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.88,33.8,12.8,18.6,221.0,47.0,21.3,4.22,0.25,0.09,1.36,6.2,43.3,2.07,< 0.01,0.16,84.6,14.3,1.08,53.3,18.9,2.3,1.3,5.64,18.6,2.82,14.47353,-16.06687,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.27,12.1,18.2,9.94,74.9,20.0,3.21,5.19,0.30,0.086,0.28,9.42,47.7,1.08,0.013,0.21,88.6,9.28,2.16,34.7,15.4,2.36,3.79,6.86,36.9,2.25,14.46471,-16.10094,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.92,30.5,10.3,48.2,144.0,36.6,20.4,3.64,0.21,0.20,0.45,9.75,28.0,1.55,0.019,0.23,93.2,4.64,2.16,46.6,19.7,7.99,2.74,5.56,17.4,2.36,14.4376,-16.15089,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.11,114.0,13.6,56.7,229.0,48.1,29.4,6.25,0.21,0.19,1.00,7.08,30.7,2.12,< 0.01,0.15,93.2,4.64,2.16,54.1,18.9,6.87,1.45,5.29,13.3,2.86,14.4376,-16.15089,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.41,18.8,10.1,17.0,94.4,21.2,8.45,4.69,0.23,0.15,0.48,7.97,35.4,1.2,0.013,0.19,93.9,4.28,1.8,39.4,14.8,3.64,2.89,6.58,32.7,2.67,14.44823,-16.15854,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.21,11.0,7.54,47.9,61.4,14.4,8.46,5.1,0.48,0.22,0.48,17.9,34.6,1.16,0.011,0.17,87.8,5.0,7.16,26.6,10.4,10.6,6.74,6.98,38.7,2.56,14.44823,-16.15854,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.26,9.6,11.9,15.8,79.7,16.8,12.4,4.29,0.44,0.16,0.89,12.5,39.5,1.13,0.012,0.18,92.8,5.0,2.16,35.2,12.4,3.58,4.8,6.88,37.2,2.85,14.44728,-16.1518,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.52,18.6,12.6,26.4,120.0,30.9,15.6,4.25,0.41,0.16,0.58,8.26,42.8,1.5,0.016,0.22,92.8,5.0,2.16,40.1,17.2,4.52,2.4,6.36,29.4,2.33,14.44728,-16.1518,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.17,22.7,14.6,21.7,186.0,46.2,9.78,5.61,0.38,0.20,0.60,8.35,86.2,2.65,0.015,0.18,87.8,9.64,2.52,35.1,14.5,2.1,1.37,7.06,39.9,2.42,14.44117,-16.15111,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.68,21.7,14.3,24.3,178.0,43.4,14.7,5.53,0.34,0.14,0.53,12.8,59.7,1.97,0.015,0.19,87.8,9.64,2.52,45.1,18.3,3.16,2.82,6.04,24.6,2.46,14.44117,-16.15111,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.47,20.5,8.96,21.5,131.0,24.6,14.0,3.54,0.30,0.14,1.50,5.78,30.3,1.5,0.012,0.17,92.8,4.64,2.52,43.6,13.7,3.67,1.67,6.46,30.9,3.2,14.45593,-16.12278,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.13,10.6,10.4,19.4,124.0,24.0,8.4,4.62,0.34,0.18,0.64,11.9,44.2,1.78,0.012,0.18,92.8,4.64,2.52,34.8,11.2,2.79,2.91,7.14,41.1,3.1,14.45593,-16.12278,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.21,11.2,10.6,60.3,139.0,29.3,12.3,6.31,0.63,0.21,0.64,20.7,42.9,2.18,0.015,0.19,88.9,4.64,6.44,31.9,11.2,7.09,4.13,6.98,38.7,2.85,14.42588,-16.06089,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.37,32.0,8.96,38.3,169.0,40.0,16.8,6.22,0.44,0.20,0.61,27.7,36.4,2.35,0.023,0.29,88.9,9.28,1.8,36.0,14.2,4.18,5.12,6.66,33.9,2.54,14.42588,-16.06089,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.7,37.7,12.1,40.3,206.0,45.4,18.2,6.83,0.40,0.22,0.69,10.8,39.1,2.23,0.022,0.29,93.2,5.36,1.44,46.3,17.0,4.64,2.11,6.0,24.0,2.72,14.43566,-16.05092,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.64,27.5,11.6,47.8,211.0,47.5,16.5,7.05,0.41,0.22,1.03,19.7,37.8,2.44,0.02,0.27,93.6,4.28,2.16,43.3,16.2,5.03,3.51,6.12,25.8,2.67,14.43566,-16.05092,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.08,21.1,6.25,33.8,154.0,38.9,8.47,6.25,0.52,0.18,0.66,12.8,73.7,2.47,0.024,0.29,88.9,5.0,6.08,31.2,13.2,3.52,2.26,7.24,42.6,2.38,14.43764,-16.05083,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.31,27.6,7.79,35.6,188.0,45.2,15.9,5.94,0.39,0.18,0.56,9.59,53.0,2.52,0.025,0.29,88.9,4.28,6.8,37.3,14.9,3.62,1.65,6.78,35.7,2.5,14.43764,-16.05083,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.2,15.5,7.76,29.2,145.0,41.0,14.2,5.93,0.42,0.15,0.77,20.4,51.2,2.28,0.026,0.33,83.9,9.64,6.44,31.8,15.0,3.29,3.89,7.0,39.0,2.12,14.43905,-16.04869,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.22,10.5,6.43,23.1,81.8,22.1,8.39,5.41,0.44,0.14,0.51,9.83,47.0,1.27,0.021,0.28,88.9,8.92,2.16,32.1,14.5,4.66,3.36,6.96,38.4,2.22,14.43905,-16.04869,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.34,13.2,8.49,39.8,120.0,31.8,11.7,5.93,0.37,0.21,0.50,25.7,63.0,1.84,0.02,0.22,88.9,4.64,6.44,32.5,14.4,5.53,6.06,6.72,34.8,2.26,14.43735,-16.04391,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.39,29.8,9.68,41.2,156.0,41.9,14.4,8.76,0.40,0.22,0.60,17.5,46.7,2.18,0.022,0.25,94.3,4.64,1.08,35.7,16.0,4.84,3.49,6.62,33.3,2.23,14.43735,-16.04391,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.6,36.8,9.29,81.0,131.0,37.4,7.07,7.86,0.38,0.20,0.56,24.0,49.1,1.91,0.024,0.25,94.3,4.64,1.08,34.2,16.3,10.8,5.45,6.2,27.0,2.1,14.44378,-16.05797,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.08,20.1,8.87,43.5,101.0,23.0,7.28,8.96,0.40,0.16,0.36,24.8,44.1,1.83,0.018,0.22,89.3,9.64,1.08,27.7,10.5,6.11,5.9,7.24,42.6,2.63,14.44378,-16.05797,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.09,11.9,8.63,52.9,103.0,20.5,6.56,5.71,0.33,0.17,0.28,14.4,57.6,1.75,0.023,0.3,93.9,5.0,1.08,29.4,9.75,7.74,3.57,7.22,42.3,3.01,14.44688,-16.05998,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.23,20.6,9.78,27.1,163.0,37.6,13.6,6.47,0.47,0.18,0.57,21.7,64.3,2.35,0.032,0.35,89.3,9.28,1.44,34.7,13.3,2.96,4.01,6.94,38.1,2.6,14.44688,-16.05998,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.58,16.3,9.94,78.6,143.0,41.4,9.77,6.55,0.37,0.22,0.64,26.8,44.3,2.08,0.029,0.3,88.9,10.0,1.08,34.3,16.6,9.68,5.59,6.24,27.6,2.07,14.44822,-16.05772,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.12,15.7,8.89,51.2,105.0,25.9,9.48,7.5,0.40,0.21,0.59,30.0,81.5,1.95,0.021,0.24,83.9,10.0,6.08,26.9,11.1,6.74,6.69,7.16,41.4,2.43,14.44822,-16.05772,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.18,8.6,8.12,44.6,160.0,37.7,5.9,5.95,0.66,0.21,0.45,28.8,78.8,2.54,0.019,0.2,68.9,30.0,1.08,31.5,12.4,4.51,4.94,7.04,39.6,2.55,14.46719,-16.1002,Louga,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.31,13.8,9.44,49.8,178.0,43.4,8.13,6.56,0.54,0.17,0.77,19.4,58.6,2.54,0.029,0.31,73.9,19.6,6.44,35.0,14.2,5.02,3.31,6.78,35.7,2.46,14.46719,-16.1002,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.17,14.6,9.2,28.6,125.0,31.8,7.32,6.24,0.36,0.25,0.45,17.4,78.8,1.96,0.02,0.22,89.3,4.28,6.44,31.9,13.5,3.74,3.86,7.06,39.9,2.36,14.46227,-16.10171,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.29,20.2,10.1,41.3,163.0,39.6,9.74,6.66,0.47,0.24,1.02,38.6,43.3,2.49,0.023,0.27,88.9,9.28,1.8,32.7,13.2,4.25,6.73,6.82,36.3,2.47,14.46227,-16.10171,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.11,8.9,6.95,19.7,110.0,21.8,19.4,5.81,0.47,0.18,1.13,21.0,44.3,1.71,0.017,0.22,88.9,4.28,6.8,32.2,10.6,2.96,5.34,7.18,41.7,3.03,14.45933,-16.10592,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.48,16.5,9.13,33.7,153.0,35.3,12.9,6.84,0.40,0.18,0.58,22.3,41.8,1.97,0.021,0.24,93.9,5.0,1.08,38.8,14.9,4.38,4.91,6.44,30.6,2.6,14.45933,-16.10592,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.78,13.9,10.1,100,152.0,29.1,25.0,5.05,0.42,0.20,0.63,20.8,45.7,1.86,0.016,0.17,88.9,9.28,1.8,40.9,13.0,13.8,4.86,5.84,21.6,3.13,14.44019,-16.15587,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.05,26.2,10.8,63.1,130.0,37.4,17.8,5.0,0.34,0.18,0.69,16.0,34.4,1.48,0.016,0.18,88.9,9.28,1.8,43.8,21.0,10.9,4.69,5.3,14.3,2.09,14.44019,-16.15587,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.22,7.4,11.3,10.3,102.0,20.3,6.83,5.52,0.52,0.075,1.12,12.9,33.4,1.39,0.014,0.19,88.6,9.28,2.16,36.6,12.1,1.89,4.02,6.96,38.4,3.01,14.44292,-16.15714,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.64,18.0,11.1,14.8,133.0,29.3,13.3,5.34,0.29,0.23,0.66,15.1,38.5,1.49,0.017,0.19,88.9,9.28,1.8,44.7,16.4,2.55,4.41,6.12,25.8,2.72,14.44292,-16.15714,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.4,18.0,9.68,4.31,121.0,28.9,10.4,4.4,0.24,0.11,0.49,8.47,35.9,1.48,0.018,0.22,93.9,4.28,1.8,40.9,16.3,0.75,2.49,6.6,33.0,2.51,14.44495,-16.15807,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.03,7.5,9.79,41.3,75.7,17.5,9.47,5.7,0.36,0.17,0.34,17.4,38.9,1.45,0.013,0.17,88.9,4.28,6.8,26.0,10.0,7.29,5.2,7.34,44.1,2.6,14.44495,-16.15807,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.28,18.9,20.6,82.5,130.0,26.7,7.8,6.58,0.35,0.20,0.37,23.0,36.0,2.09,0.022,0.25,94.3,3.56,2.16,31.0,10.6,10.1,4.78,6.84,36.6,2.92,14.44729,-16.15522,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.09,11.3,20.7,44.8,94.0,19.3,4.22,7.18,0.31,0.17,0.32,28.1,30.6,1.72,0.018,0.2,93.9,3.92,2.16,27.3,9.35,6.68,7.11,7.22,42.3,2.92,14.44729,-16.15522,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.87,13.8,16.1,9.63,171.0,33.9,15.0,3.65,0.44,0.13,0.84,11.1,30.1,1.6,0.016,0.16,93.6,4.28,2.16,53.3,17.6,1.54,3.01,5.66,18.9,3.03,14.44369,-16.1523,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.06,18.3,12.4,35.6,153.0,31.0,14.8,4.57,0.34,0.14,0.70,8.29,22.1,1.43,0.015,0.15,93.6,4.64,1.8,53.6,18.1,6.4,2.53,5.28,14.1,2.96,14.44369,-16.1523,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.27,19.3,9.82,18.3,137.0,33.2,7.69,5.69,0.29,0.14,0.81,16.5,49.0,1.92,0.015,0.17,88.9,4.28,6.8,35.7,14.4,2.44,3.73,6.86,36.9,2.48,14.44288,-16.14931,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.18,13.0,10.2,29.9,217.0,47.6,7.24,7.58,0.70,0.41,0.82,28.0,43.3,3.15,0.016,0.18,89.3,4.28,6.44,34.5,12.6,2.43,3.87,7.04,39.6,2.74,14.44288,-16.14931,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.75,38.7,7.12,12.9,139.0,33.3,16.3,3.94,0.25,0.12,0.41,19.3,27.9,1.52,< 0.01,0.098,94.3,3.56,2.16,45.7,18.2,2.17,5.51,5.9,22.5,2.5,14.45914,-16.12096,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
